B,L
-20.7493633521742,128.0539774192544
-18.901936648658392,100.21959026973349
20.472424793792413,-15.77529050005404
42.72860429372014,108.125002679055
-53.71787999198305,-56.39999760252748
-11.469131200193402,-35.86033037967991
-2.8722279972730718,131.95650932519595
-27.671231458326666,-108.86008457866927
36.70449259366836,103.92032299884943
-48.65749101563642,163.11331319109905
-73.30263392098084,167.09720597301555
24.81534290730157,-83.13918810601976
34.768925799717564,-83.9831128427692
-48.18051133029502,-27.455948129608174
84.06405989185362,20.982609853598404
56.15118434953354,-40.194008833989756
80.39551057569511,-170.01166753170006
18.294235009071002,-31.505719982136043
84.40311831699654,-156.12212968007114
-71.13458805122873,48.97879462640381
-78.1533184276937,169.82283473977657
-30.373047541313902,148.00711323876516
-42.51543169028927,-56.489144685916514
61.60127426703474,-73.61295538816107
32.88805106824441,134.4999697421099
74.63771896549838,-142.3930577618364
-89.9159778893592,-61.76392761958651
-44.869593972208015,-57.015913499661465
-19.053597525867815,65.80409861181019
-53.18163638564941,123.94789015990284
63.960513856526376,-95.2437774876371
-0.061742855189322654,120.61434871139085
45.919840535936686,69.56982613100732
78.25402585289461,-138.70187357729702
-72.00252538036784,-112.33991670593015
43.48661032008397,-111.70225487036676
0.8368659330760693,-33.54984579409515
51.7754487018361,-96.39500364480928
52.30876940584852,-81.29339966473268
9.577910038240347,-42.55394688509446
30.395083661518555,-113.31968980281145
70.05016337155377,137.45876611788418
64.16730653219744,-64.39698409682543
-41.35944623505103,137.4730911832441
-21.40282773914464,-153.50179504957828
81.98850629356949,31.626655056754174
90.78561234882531,-106.3256083527303
28.541771428725184,81.86033995138331
86.44262769089556,88.06388934422603
-64.739539979543,-60.345261367692586
-28.726081521858404,-18.25601076476451
-42.62287479954733,141.14253353497804
-22.32732050086929,-69.08741817412903
14.443254845510268,79.45081928191149
-43.27539071931716,135.09598829797034
-45.34583005117595,137.71933159606795
-15.820301446833497,98.83921457863806
-10.072073284676108,146.69093491285878
56.452204943029955,-42.806584771205564
-82.96143622382442,131.87090780596537
-35.82578926139733,-58.704298841389914
87.26207337018877,-14.828887838848686
81.23893610851886,-78.5944437346788
37.26393333349803,-101.15656675963302
48.82641100849125,-102.39469251112611
-66.27186611459082,51.92873625826272
-38.763210240734544,-4.695622322138803
22.831248458047213,7.209082947103241
-11.000131031234261,99.93525450542666
-3.1411676407719966,-33.34697650689779
56.197983182937094,-110.48526654375402
77.00812805136513,92.65471360734239
-79.28651545135449,114.02644199795589
45.664339993912364,64.52325356484803
-61.3673884821286,-89.38080681198139
14.887485033495224,-38.46162339334174
-67.71075157538885,93.30690493471354
-49.41693603781104,-165.12313667133597
75.22966954564092,-138.24711499917368
-86.43470591919117,-175.361093919542
-59.69065828579757,-33.71810564622854
22.038107345416165,-143.06228660933704
-69.99180582007716,-21.857373376981144
-84.55771810257338,164.16455301464083
34.410182465190644,67.16396845042055
67.59563364243368,-63.67226613126401
3.9358016010345835,-15.479615168082432
-30.040347607643994,-45.10778519526019
37.91957650123163,84.29601094092004
9.944892440430337,-16.71438451205475
29.595212170220194,67.58783488172307
12.295060894758862,42.99210216875886
77.4373762620111,126.67052321894278
-43.63719655926063,-28.966068007197975
-9.885528204395015,110.81380006545248
69.7618099382147,180.08976156794267
-36.47010818709315,-137.51446553543602
7.651309912972721,47.43390115182109
-57.138640340358066,-169.48961635510292
-31.6618656286686,-116.35146242400029
-86.64926052397561,26.034815465003447
-42.412848512048065,-179.15144131156111
57.39494712583172,-82.68712596990007
-73.42438485892305,159.10573410809923
52.67164532537484,-96.64110424064262
80.76847364284095,-40.168692127657835
-56.43965612150992,117.07986299902194
-69.77203517680154,38.39381098189594
-27.16005014251556,-64.5943179296395
48.23822835897437,-70.2999142924507
59.717772191574596,175.6083567070536
42.15556897892367,-89.73162369729467
-30.607068862274033,20.81293853740786
-8.463034596489848,-103.81388183119319
75.26581502582502,-124.62037062690068
-45.30943476574718,-137.80428070307084
69.08014949706609,64.9523419621155
-88.29537640446222,-80.93314609337722
-8.351645774838133,148.4332245192511
32.631298961082265,-92.27365369973204
58.33405603849917,15.341797399798622
-49.1379773083554,-49.84377331938521
-79.37805797668857,-113.93367420433472
-4.09188403446376,-42.48755407857817
45.11850720814871,-126.39138061343397
-89.41530085705728,-55.238069157351234
80.61725375373646,-104.90174292153657
54.664768508767764,-131.67875868467576
-66.04116240887808,118.41365072751591
2.538262261459195,-88.02647907275816
-3.0900060571675994,-89.87481069499196
85.54538280582818,23.47865223080663
65.07323625576817,-44.0213153866346
-44.13643870184176,-39.81089092266768
-76.80742714079301,-42.19215256607123
12.950041156414272,-18.886978989528217
76.99624325091796,56.91995553691447
52.172296504562155,164.03002886400924
-57.945181003098064,38.052298553544716
31.893758745100484,156.23419780953208
35.58608499107801,140.02042514443679
35.35732840698583,152.93593838493894
-69.52499642324563,-42.716504742401895
14.849381621965634,-77.63901821285816
78.00628766070216,89.42273245652444
25.6357568647731,152.96293775242623
-17.361023577030636,126.35628700994539
11.383317388118044,-104.06275149290572
-10.184259172884737,-146.5267673064773
51.13183665673236,-122.5320323134811
-53.671678998043134,31.353783758834282
51.55392836497023,-108.49416610816051
-36.136276994162465,-151.5975324420087
-7.444544444657211,-19.7757324594549
25.644056492785225,78.64808962668593
-42.55814200815692,160.59961735267757
25.068539227422633,68.81300388755488
-85.18449087508782,-152.36403776848053
39.47737710912028,151.36009125177202
40.1309759080973,112.97957849261968
-39.63707498607609,119.36961250343461
21.886209161371767,74.34521116371005
-53.447739934222724,-22.386703487789447
-64.05963984127601,-61.65041280944466
12.53803255645039,93.81138620518169
90.84680002772097,177.72948431872055
75.44487972419557,-5.620244970337154
-18.045341053953862,98.82375822700823
6.429732652370845,15.11399136505537
-52.26684018211342,-3.861123415210102
-62.833449505541765,130.11759659163943
66.52139653424265,96.52230997964006
81.365007234268,-118.0364401307245
-53.48809837108787,-144.72163142227987
8.205427213907328,111.35515165474999
20.36272942297002,75.10248859386101
-31.856929695764528,163.19964652672348
54.07132195309529,-153.585850587755
48.27834909290732,167.99849917924598
-10.561375487966785,0.170544070227038
-74.19935307670605,88.9432909884573
66.86361277368869,-81.55249889456884
44.65693528474364,-15.99521743332815
38.399332426560335,13.648383434268908
39.699599763017204,131.53185476391877
68.60503135783728,-150.15191232733048
-17.052334658543757,-61.9719435182206
71.12186426383158,-88.86472246137762
-70.45146633837601,115.75451736878455
18.41669941087474,46.284726971692606
-41.860492970510364,103.47206845260791
25.936063231572533,97.75242824224807
-85.00317427266475,-174.30692894150818
-34.65290238872901,105.42559901659519
-15.63326312640153,-97.67388874719181
56.55547295147716,177.52671218853556
-82.03605775812775,-172.20550369920207
-85.8033926281107,13.05908040673657
5.350064668655577,55.548916685868846
72.21019389034578,56.39443701043899
79.17495553576649,-125.76441222508974
-35.54654598385834,155.60924276550548
-85.25216657057825,30.216187058100957
34.53355260534951,57.527873894395924
30.466483179832323,155.04410702726494
-38.95984374079051,168.91565577154125
-77.3843750910621,40.643530828815784
41.31003078755688,112.57951801227625
34.863340399715284,174.94622223644785
2.815141181058692,127.22402618312634
-25.104005174413416,-138.52295117325082
66.77578685931766,83.24269549585682
-48.6418384014821,145.29370378961823
82.39340116746953,-32.76931646060848
9.271659330240496,4.8586367566391
79.79978670170004,-93.06514362697146
-51.22988887391917,-14.719245267853069
-60.59766744934072,-53.64796226797047
72.93496075036256,24.619608167439992
-49.7142464035414,-20.606283665650295
88.84160031285273,27.171593993214827
-6.2903412773328,-145.68977888949837
8.271789500860422,-63.09614113975066
4.867002221440373,-105.25215586133504
6.248040106822771,-96.15750988921505
-57.64915215149069,-104.39224539040092
6.528847095851447,1.7638776866829744
-47.805528288639984,103.59558053586852
22.827730945205374,17.141140417840035
7.582765337929516,108.65184583037336
-23.689320339850838,23.814396489094975
-31.846480442422802,-139.46401693125875
33.991117217058985,-156.62820121521867
-81.05374472392637,83.04124824058198
59.97171456165782,-1.4467970257054503
52.840869634912536,158.4462546893966
-57.44270780300888,-21.05398383071693
-12.592634706915518,63.025315153603
-67.41733429898372,20.579526361837026
-53.880308163251094,71.0614869907283
-56.377257494525935,93.56384535440304
12.515371320973912,-49.78119665122006
-33.00892356818349,-45.79380457858946
83.50397900196114,-37.25025940749069
25.2299374283523,139.9008802499735
48.529296904875224,38.47418507434594
-58.66507619124256,145.26251998660786
-20.410351691566063,-65.32703899233883
19.89667326363498,-2.4086111547748033
39.12463769521878,111.82097060039655
-46.680592006887295,123.17796716376995
-36.54562649818551,15.951981862278046
-74.86713923503272,88.93207578477364
18.638772757942363,177.44050728849868
87.31221193207259,133.26806341606442
37.209535948690956,-54.676407451898044
15.96875841104439,171.37171448082148
-88.66138694766882,15.515188147651997
-32.02286726330759,-121.64582959202599
-78.13856757769561,-58.52964826136227
79.07833201229982,-57.98981816885234
-58.74629854917702,-22.836264587204028
81.98130912653599,48.946024479181375
-16.846817475846706,-98.27690802305426
-65.01760038705211,-62.599951958519156
-75.90156238193971,146.1934837910357
-11.064548161050993,-32.778035229249014
39.14070757652914,98.46348220623514
-73.93502197545624,-66.87346566739535
41.4525694612843,124.04303566854486
-48.096128719466606,-77.90845334856749
-12.337082687423049,-177.1842912948193
36.87928546428006,-99.81334914674939
-63.05560673979261,162.22728422452553
2.7989810623497533,-91.86899413116883
5.730138105412479,-137.41799008855153
57.71387747829556,160.8501050319809
-53.79155346305135,135.49136868945976
54.68459948474782,-73.35241069346868
-16.832969769499215,94.45826832123214
-19.085923938826312,40.24489522230209
3.175327089145128,-167.22325039377037
60.1091294938185,159.9717332588607
7.049141287784622,139.80013192706548
52.252648433922104,-4.336429109043394
-30.105201982865076,111.47919282397743
16.92056924472601,112.0842793615621
80.31461269321201,90.3767984008175
19.751916859548615,40.12320370565536
-46.46396137460065,150.75513324359838
-58.346592049384725,14.664453309288831
10.66759513089552,151.8546060217152
4.821495209615151,-47.32927791053331
-70.26792649029439,-167.1773977786144
72.30582501593636,130.49412008873242
-6.846453655812027,-165.1801804079454
-40.15689940278401,169.6690527259961
67.60627926388133,-18.67948149156095
-27.819035268881642,-110.11387224818434
90.43322131287005,53.40487011954974
-56.95629939048837,-164.58864847532257
-43.5040816825506,-123.36035004907156
-37.052866301459936,0.09482855480447938
25.334872382319446,-32.14938462298417
-40.69955335193919,142.78083176752529
-31.550679359561542,7.070994609537621
38.54619184466159,-50.44930293031328
-68.47893330624265,109.8459694070176
-13.363610620716216,52.48488783045431
38.220031646415066,-174.52138973156804
-31.67398968443174,-122.10545198350948
28.72755951754968,-48.206025611675955
13.71854861213211,7.887374511059761
33.17594767416092,177.51242257396086
28.980439927626563,-97.23948419918452
-30.817598212028557,-90.56383581743114
-45.98349907219893,-133.6767057307231
-53.76048623999391,39.243978159432345
-21.27748262469281,149.87256162316334
37.831287879413225,-74.88999947063502
74.0756058091462,-170.48411006303837
-12.92154856317265,-96.89378912992902
5.621753910605406,-170.7284454874117
-8.149463307059648,-128.07517209450344
71.38184218420028,84.54793858999517
23.14229039344555,49.60561328347754
22.036549471549037,-14.884203337837704
6.778904164183615,-32.736819527654916
-51.103227664391376,-104.23184748719328
-32.69863133328563,39.95456980345108
40.79122891325176,-148.67585998721813
47.35029974754522,-51.73917473849886
-47.878206064145665,162.08752074377094
18.747797848609864,-125.26109621681047
38.862405999692555,-35.636846104779835
-71.82428723514231,59.493162178051364
57.37601580732979,-55.67942135321931
-33.09143391235043,176.35932842248593
19.659236719261244,-137.5687936118324
-82.26607425960681,-22.17546488129082
-5.911177127081871,108.4882418808943
10.084668807401144,-145.4712775582365
37.34965741242971,110.75756610277881
6.467923268710351,-168.13020042949623
22.648959878707572,166.61150430437397
77.13846126453547,98.54524724846027
-28.5649920885836,-130.78342806098922
88.93381809744167,-58.703104945168164
32.98162641111263,-151.41865349960673
69.00607787691035,36.18531126761215
-48.538003667368386,-134.06515209633687
-47.092184712326926,-96.18634790169077
17.928221647071922,105.98387369077221
58.39334475580111,-94.17788993831863
27.51457694490162,-172.48264173439867
6.656809859446881,84.43024015733397
-71.15355939457397,-166.1278957404603
85.27653975310778,-108.08163518474684
-8.502317577667213,-134.1580211006522
-39.09403374521512,-175.7494320049274
1.8020913833859282,-166.35216354328458
82.4315997223853,-28.629943834734974
-50.53946583920982,-23.790433848229554
28.309162383889998,70.14679549126905
-32.658978126554516,-108.76321395359004
22.114117675703397,-83.28396901443888
53.72215094822951,175.38428177320992
-33.4218702929382,-96.90273835360892
-29.04282991207763,140.4065444562603
-29.528157711303358,-170.1984726595634
-84.48082020295274,-176.354079476553
88.11292170850518,-102.4060637501908
-78.6486189066715,-172.9256765928965
65.55638378829602,88.66949479433515
54.2297031890069,101.90998417939073
-65.67556395960713,-179.51168157034604
-52.601261686891924,124.64759502272068
-32.47920571687211,-100.26609881639381
75.74955350037484,171.75787777739276
-31.13678797153358,117.0175775398123
-28.183451513745922,152.9080628947671
15.012303557616661,-9.29633948929154
3.8842673892435045,125.31824670059314
69.66019594213185,113.97053039964163
-63.10208427011986,-88.46742060291896
-6.25197858535067,59.86164309134409
-25.89518925073895,-116.74841702627823
-63.06586381699945,106.84116543967946
2.3765557155803236,130.0862892088942
27.179690880672666,145.02300652882548
-44.4304358838431,-112.14492977583686
-11.770017753659545,149.66033861323922
-31.284799335778594,44.65257078072128
73.77465120202433,95.88452104108666
67.63493270051976,136.2631649654154
-8.071643162176429,149.7696509021348
-82.76554546177763,-15.796430901822191
-79.12001076804168,-65.03673191871752
20.83490675434645,-90.51925964759468
-81.33904703738979,-103.90482607174793
-54.726929914514706,-167.06266922031693
-32.04527000522172,-11.905376863882566
-77.26290782280256,134.90767098514368
-52.238604905415436,34.159089125253615
-39.55792297112762,160.9785377997648
86.16789007642214,-107.74172059231917
39.42515396434371,-63.49253195401677
-50.14550488887006,44.02405784527721
-78.8991263936955,48.01086463496057
79.5899353556677,-55.18118786392213
31.00121518263809,53.62060581160668
3.8573734985021275,129.40289728739793
70.77459867865318,94.41985121821051
-5.12858582588504,-44.2456525418483
-89.59175915850695,175.2162580290501
16.720812308849332,47.90747873546181
-34.077637610722284,117.75330843812549
-84.60582084815468,66.3700436115958
68.23593907554596,84.22825931933875
25.886570207368777,-26.24094079848291
50.977321456952325,122.57506546848867
-83.36911803873367,-121.42135938289667
-38.79671342205923,-31.95691833134154
24.354988023819942,-18.098140444878254
41.938870547035634,-31.42202056341489
-82.50617966550458,164.24500934957172
-12.841336353577987,-89.83887305838688
-81.37247403361143,172.71099345878855
28.414531273295864,-87.03051240351525
69.13676111431397,118.27166095221531
-74.27480715862734,-44.57959313016784
63.31780665810376,92.13850466325687
-4.77221360941283,-113.05149872430208
44.88501609662066,81.21711318894518
40.797361970867655,6.991220584795997
-47.020636697907484,144.17929267285643
13.374607470066053,104.65705351210971
84.50989346203005,159.1923690755081
73.03414889814712,155.82071364812168
-58.29511357662719,-45.92816564729412
23.80873027984906,-108.53853764335882
-22.787956046400865,106.56190528085483
-18.623512799540507,-56.86835806891162
58.579477689282925,99.6891118183014
61.06799379760213,-150.24249060430506
-14.98567655207458,164.31828710898895
-71.31752385669638,172.072685540115
-89.12145482518582,-46.45687140425093
-44.05569227781686,148.45059383353873
-56.02771138155914,-69.05240672125584
83.76887215764401,-117.47923514015511
75.3295718652335,13.653183392358102
-25.068420513263987,-11.781833937820977
-51.184861640996544,-91.6766973661851
-43.3346273979945,-95.89925686410383
37.33548095492351,-46.399762149128975
-7.463954650521188,-12.493478127974782
-21.619269663485085,99.68996631859261
80.35255102559597,-167.39430499492593
8.571450480514414,148.95842572707153
60.150477217687325,-27.128776997348552
-7.289945969779055,-50.76294860503671
-59.769201596177695,-130.86950022846986
32.52626499404417,-106.76061441343315
-0.00596414265281453,87.89010583447833
-69.1148007719413,-26.31745481621519
62.72467248490466,-118.85625721216796
35.53532378467838,-146.6705472867757
-46.33570465810613,143.53333465421355
-58.778090154824355,-76.18327745904537
-43.39047025821997,148.27130749006687
-77.91150766396697,4.623901627744033
-41.61805116137827,-159.4878206039137
-62.18075070974603,180.69342188291893
-16.565802543627612,170.66803506780803
-22.763408102905572,53.40325563101567
-54.17228523099803,122.20901281259984
-0.7752710279002031,67.21905457060748
9.251693024057246,20.069149680671273
-70.63932814914826,-90.43606113410064
-30.214874483397658,-4.398397628584718
27.887154205942224,88.31526831583051
82.82916558461616,-115.79564525888999
-32.2712085807851,-109.96628858285625
-76.28267052585228,-69.21405815533285
87.89619053171322,176.30864363698913
-38.1690025108136,-101.56122774751759
-39.00313876798983,46.741098937789104
-26.52391768235691,180.58992176003034
-10.251735724732683,-131.5997613962179
-21.412684461331963,-7.730194906218458
88.43625040100716,55.47794750013159
73.79924523283199,63.87105732019151
26.88011378171987,82.8375871865066
37.638808143801654,51.25122657596475
22.43143697877153,-101.13062780160898
74.6313457068162,88.9783697413232
74.5033438265896,169.3152432029163
46.077877871060366,-138.77548063656454
53.58858308374997,-134.9058613052938
-28.43400754694433,-99.16345663883882
-71.36072231909354,-103.20396614039007
-0.2355869647354325,-105.04942549798902
56.03195939182015,115.46240144961894
70.82480343560118,13.94557888021086
37.83886164855639,-124.74398286872469
-29.06471292117746,-89.00075521189322
12.571885966103181,-3.118693488388317
22.32277600057661,-176.0640036526929
32.17403353531306,-98.23767661666406
-40.99203159734773,-92.52737597417446
-24.372624273698207,-50.70858485648063
72.42313376442945,53.891121920899224
-67.94268964324823,34.63958326985215
50.876125606848035,-138.6578755071617
-47.77612752255718,174.74929529953096
51.671174060393525,60.79460175789427
-21.817376863647283,-98.7591344004356
25.02028920095445,-168.48534820525094
-19.378404827118274,166.69127188385647
81.3671577627818,-50.15363998212655
-42.960820844590046,-85.20297440999904
19.70662456554679,121.8743258746868
75.91340731584287,26.87185874173531
1.284202074830958,-74.03204451549276
-43.905548632167005,121.00681708773152
41.91839123388948,86.13887383025673
30.428701868895928,16.71293481792128
17.85575706831723,126.74279698082643
45.40459127181492,116.15319869172129
73.8780732596687,98.38155913671159
-49.29455852159783,168.54906008766545
24.675673564067026,-81.5197199518066
29.695090534244358,34.05850462383617
60.05284584891234,-161.73060188218022
-57.462054449721265,91.22832934871889
23.55796743222494,-97.50250225189379
35.00109452877793,58.254333119930834
-38.337973156593,-78.73549791258256
-25.611444835262404,-6.740608415677457
-48.8436328472957,143.68802878575195
-15.549436597636813,64.78941741003496
-26.648133342947077,-124.35486031275633
-16.107387514518948,-145.93304116242172
-38.34929616489337,-79.82864075726319
-61.37112066492318,118.50051150902925
23.870232710140044,14.716734597342935
-69.87121971693111,76.2048648081759
-19.80377416719405,-115.12321981956518
-52.41630233395138,108.58923396831523
-82.1199049493861,8.62643513455896
35.64379345619747,-42.385459981043624
-39.09719714524652,158.9336858633116
-69.05198955585188,67.07105223264995
75.56548926256264,58.57174576060768
-43.181111933384294,85.4745688486596
78.66570775622014,-39.188580836903924
59.30649049286774,-141.47338899029427
19.392647832438882,-74.05185159791016
-11.001515819626476,-95.0919589529423
83.72609953113869,164.20197950794358
-71.88996345888401,-99.3071825838991
-70.43412500582616,116.68323847117523
-66.49646546274249,-171.08767164346665
12.451964750002858,164.65054561259302
-66.17145561260335,71.96856386971757
35.33798116044234,-129.24445695483115
17.6261340912954,43.11120565337427
-27.458618742599562,125.54843816860051
53.72942121895093,76.59578394984203
-17.70634174093759,-144.2808034735637
-87.18991725231982,73.42784026139347
-20.162920342947913,58.6272642416036
28.53574647217846,65.60692670001535
3.557496266450727,166.1919214559308
-62.431935027658525,140.51129947453524
18.900260552519683,75.88451950124661
-38.54452309440064,-29.578162157271322
43.142011427785064,-50.3398024287973
28.47395035308267,74.01322309654162
-80.83717846973443,16.257408242265882
-52.47211451478631,-19.436872364748353
-12.283482581664117,-9.871536800955568
59.24659963930458,91.93163406046295
50.12484504769387,59.91045167460399
-78.72082925923532,122.30097803754387
22.537142337595284,1.6662401692228457
49.97151438819694,77.19761126688769
49.32144346353877,-17.385528367524756
-55.37328449687846,98.63467855743187
53.69021496713498,12.92792389580302
86.64613863251901,-21.52778378175347
-5.750296331575058,-127.78220719399589
89.05874085697664,154.6877730313015
-15.490142779881182,87.97693259003307
70.07536014714543,-54.599264020479595
90.2514355536199,3.9344083979055426
84.0428527274866,16.208481345547227
40.421611863517626,-159.3623170479308
-53.91421060113082,102.3915120442864
90.32517649043064,15.547891872610535
0.5507141724804683,85.60339586970537
29.615063877241823,168.78709804012055
47.78100075135123,175.8997795560399
1.169243620617678,-156.37855102855957
-28.970235237595105,154.73437450086556
-50.8608316639411,-48.5940922814149
-68.36348255512824,-108.0755590223102
-43.061894830728676,161.87738348022293
-8.88907280255043,-32.32036637955878
35.09830247679403,-122.61936455701357
31.582843884260114,-47.89171194717045
30.931307046710998,118.32107920930099
-75.7159306008718,150.87635959051335
40.05393993718957,143.9405557417566
-70.45052576576788,-37.190057406313144
28.397320276648443,-106.78294425755644
-70.38694182971717,-1.5300362414100732
-45.64800860516816,-117.91821993105012
62.807320893530886,9.080076060272631
52.04548439037447,-26.022700295967468
-77.44754865823504,-94.02499438971802
-1.1826308928715292,-143.35459231303608
75.09618643436431,35.82250595925305
-25.514268807893572,66.75270244782351
-65.87642021781042,-127.82783284522165
54.6765015234337,61.74061912341017
27.3354805333568,82.4851127219701
-83.58117233888065,26.43826848196767
-28.883550297088128,-80.03507364307761
-78.04635056266426,52.91600950674848
-83.49720742894966,102.18085286953794
9.860433666603697,162.7057446457735
67.38025379885096,-150.18637874808758
88.88601118731094,84.89756121542098
14.268883404162708,25.82234271456707
-66.9499442687689,118.47343302940754
36.77922506158798,54.86013899349933
-78.19994824025795,-1.5079662325449874
39.543060017500466,-103.90082030187776
6.7903957890363245,163.85830346512597
-66.83283762366898,-46.832402222649534
39.70640769560728,-167.3221574365771
-6.093988587620842,-14.660609016181212
1.2273967522429956,33.732530206663085
66.29579241713282,141.66596998179796
16.981937263526035,-23.073255273233997
-4.8602749542562265,-92.67133371804177
82.53059858202428,-27.875378655057432
-33.01600243186157,102.72812359880294
-11.523501287007022,5.614016108276076
-18.45037471325304,178.03894305050574
-37.64493165706931,-80.12789609866356
50.31321233793696,180.63299495183384
62.34614414433739,-119.77122970801055
88.88439840400389,-118.94674826623972
28.862592104537285,53.40577899287098
64.6928677360973,-73.62694216861341
-68.32135652184675,170.03100433503164
-60.02385679176823,56.46611938836321
-59.593479969011455,-175.0838486748506
-53.4103928787464,135.03885637678542
64.0625902337706,-21.946250799869574
-38.665795086467256,-156.4013933478871
67.01409865427212,-52.8721973146845
-12.996322477643801,137.0842964916693
14.238181262757806,139.1981392951693
-38.21080675907169,71.063059803182
-68.89903671269815,167.12211647594694
55.89905179350299,36.088960884322546
74.85455830789283,-164.6673555121093
-27.15553265212862,-10.9328012513634
87.12377276587023,16.99660300474821
-59.77256240480735,125.2235283541645
-31.690502202771924,60.61960917795193
-45.09629169618216,53.14536926176106
37.72373812635078,10.205505702175941
-89.1615661030249,46.19700135634193
11.747679888434178,-69.3934283586871
-33.173873495352986,-22.837846786036806
47.147898411033054,-121.52332275230572
1.7490938064181876,-147.32138598755552
62.44571980823267,24.378784147710576
11.863182165625275,-31.274020268140333
-47.53082303616889,81.05221647863698
-87.69995103347648,-55.09977239253516
-23.20395956005673,35.01928340665708
13.220328705187725,164.3281868239651
